title,type,titlereleased,rating,quality,actors,director,category,imdb,runtime,netflixid,date_released,description,4k,language
Wormwood,TV,2017,TV-14,UltraHD,"Peter Sarsgaard, Molly Parker, Christian Camargo, Scott Shepherd",Errol Morris,,7.0,,80059446,2017-12-15,"In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",1,english
Would You Rather,TV,2013,TV-MA,SuperHD,"Brittany Snow, Jeffrey Combs, Jonny Coyne, Lawrence Gilliard Jr.",David Guy Levy,,5.7,93,70270388,2019-06-05,"In need of cash to help her sick brother, a young woman agrees to take part in a lethal winner-takes-all parlor game hosted by a sadistic millionaire.",0,english
Wrong Kind of Black ,TV,2018,TV-MA,,"Tommy Lewis, Aaron L. McGrath, Clarence John Ryan, Lisa Flanagan",N/A,"Comedy, Drama",,N/A,81334841,2020-11-06,"In 1970s Melbourne, a DJ named Boori Monty Pryor and his brother Paul navigate racial tensions and police encounters amid disco and discrimination.",0,english
Wu Assassins,TV,2019,TV-MA,UltraHD,"Iko Uwais, Katheryn Winnick, Byron Mann, Tommy Flanagan",,,6.4,,80230293,2019-08-08,An unassuming San Francisco chef becomes the latest in a long line of assassins chosen to keep the mystical Wu powers out of the wrong hands.,1,english
WWII in HD,TV,2009,TV-14,SuperHD,"Gary Sinise, Rob Lowe, Josh Lucas, Justin Bartha",,,8.7,,70212566,2020-05-02,Rare color footage interwoven with firsthand interviews and diary entries bring to life the global sweep of World War II via those who were there.,0,english
WWII: Report from the Aleutians,TV,1943,TV-PG,SuperHD,,John Huston,,6.4,44,70022548,2017-03-31,"John Huston narrates this state-sponsored film about the lives of U.S. soldiers in Alaska’s Aleutian Islands. Learn more in the series ""Five Came Back.""",0,english
Wyatt Cenac: Brooklyn,TV,2014,TV-MA,SuperHD,Wyatt Cenac,Wyatt Cenac,,6.3,67,80010717,2014-10-21,Wyatt Cenac heads to Brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.,0,english
Wynonna Earp,TV,2016,TV-14,SuperHD,"Melanie Scrofano, Shamier Anderson, Tim Rozon, Dominique Provost-Chalkley",,,7.4,,80100105,2017-04-01,The outcast descendant of lawman Wyatt Earp teams up with an immortal Doc Holliday to rid the world of demonic revenants from the Wild West.,0,english
X: Past Is Present,TV,2015,TV-MA,SuperHD,"Rajat Kapoor, Anshuman Jha, Radhika Apte, Huma Qureshi","Hemant Gaba, Pratim D. Gupta",,5.4,105,80108386,2016-07-01,"When a middle-aged filmmaker meets an alluring stranger at a party, he's haunted by troubling memories of his past relationships.",0,hindi
XOXO,TV,2016,TV-MA,SuperHD,"Sarah Hyland, Graham Phillips, Chris D'Elia, Hayley Kiyoko",Christopher Louie,,5.3,92,80057691,2016-08-26,"The lives of a budding DJ, his loyal pal, a hopeless romantic, a jaded has-been and a troubled couple intersect at an electronic dance music festival.",0,english
XV: Beyond the Tryline,TV,2016,TV-14,SuperHD,,Pierre Deschamps,,6.5,91,81218397,2020-03-18,"Set against the 2015 Rugby World Cup, this documentary captures the allure of rugby as told by fans, players and others who have touched the game.",0,english
Yaar Gaddar,TV,1994,TV-14,SuperHD,"Mithun Chakraborty, Saif Ali Khan, Somy Ali, Prem Chopra",Umesh Mehra,,4.6,147,80157132,2017-07-01,"When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling -- dead or alive.",0,hindi
Yankee,TV,2019,TV-MA,UltraHD,"Pablo Lyle, Ana Layevska, Leonardo Daniel, Javier Díaz Dueñas",,,6.0,,80238711,2019-06-14,"On the run from the police, an Arizona man crosses into Mexico and gets deeply involved in drug trafficking -- with the help of modern technology.",1,spanish
Yanxi Palace: Princess Adventures,TV,2019,TV-14,SuperHD,"Wang Herun, Wang Yizhe, Wang Yuwei, Xu Xiaonuo",,,,,81203251,2019-12-31,A determined Qing dynasty princess contends with palace intrigue and a vendetta against her family while navigating the treacherous terrain of romance.,0,mandarin
Yeh Ballet,TV,2020,TV-MA,UltraHD,"Julian Sands, Manish Chauhan, Achintya Bose, Jim Sarbh",Sooni Taraporevala,,7.6,117,81101795,2020-02-21,"Discovered by an eccentric ballet master, two gifted Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",1,hindi
Yeh Hai Bakrapur,TV,2014,TV-PG,SuperHD,"Anshuman Jha, Suruchi Aulakh, Yoshika Verma, Asif Basra",Janaki Viswanathan,,3.8,94,81024728,2018-11-01,"A poor family’s goat suddenly acquires divine status, sparking a widespread frenzy as everyone clamors to benefit from its unexpected celebrity.",0,hindi
Yes We Can!,TV,2014,TV-14,SuperHD,"Romeo Tan, Rebecca Lim, Sora Ma, Xu Bin",,,,,80157864,2017-07-01,"When a frustrated businessman starts his own firm, it soon morphs into a way to help senior citizens refresh their dying traditional trades.",0,mandarin
YG Future Strategy Office,TV,2018,TV-MA,UltraHD,"Seungri, Yoo Byung Jae, Lee Jai-jin, Jinu",,,7.2,,80220650,2018-10-05,"K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom.",1,japanese
Yo-Kai Watch,TV,2015,TV-Y7,SuperHD,"Johnny Yong Bosch, J.W. Terry, Alicyn Packard, Melissa Hutchison",,,5.9,,80106136,2016-04-14,"Nate frees a mythical being trapped in a magic capsule, and the two new friends have adventures with all sorts of troublesome supernatural creatures.",0,english
Yoo Byung Jae: Discomfort Zone,TV,2018,TV-MA,UltraHD,Yoo Byung Jae,Y. Joon Chung,,4.8,54,80223582,2018-08-17,Daring comedian Yoo Byung-jae connects criticism he's received from the general public to some of the most touchy issues in current Korean society.,1,korean
Yoo Byung Jae: Too Much Information,TV,2018,TV-MA,SuperHD,Yoo Byung Jae,Yoo Byung Jae,,5.3,63,80223734,2018-03-16,"""Saturday Night Live Korea"" writer-turned-comedian Yoo Byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture.",0,korean
YooHoo to the Rescue,TV,2019,TV-Y,SuperHD,"Kira Buckland, Ryan Bartley, Bryce Papenbrook, Cassandra Morris",,,6.6,,80212481,2019-03-15,"In a series of magical missions, quick-witted YooHoo and his can-do crew travel the globe to help animals in need.",0,english
You,TV,2018,TV-MA,UltraHD,"Penn Badgley, Elizabeth Lail, Victoria Pedretti, Shay Mitchell",,,7.8,,80211991,2018-12-26,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",1,english
You Cannot Hide ,TV,2019–,TV-MA,,"Blanca Soto, Eduardo Noriega, Iván Sánchez, Maribel Verdú",N/A,"Action, Crime",,44 min,81073424,2020-10-01,"A nurse and her daughter flee her husband's drug-trafficking past in Mexico and assume new identities in Spain, but still face danger in Madrid.",0,spanish
You Carry Me,TV,2015,TV-MA,SuperHD,"Lana Baric, Vojislav Brajovic, Natasa Janjic, Goran Hajdukovic",Ivona Juka,,7.0,157,80085300,2016-07-01,"A soap opera producer, director and makeup artist each face wrenching family turmoil, from teen rebellion and marital infidelity to Alzheimer's.",0,other
You Get Me,TV,2017,TV-MA,SuperHD,"Bella Thorne, Halston Sage, Taylor John Smith, Nash Grier",Brent Bonacorso,,4.6,89,80155477,2017-06-23,"After a one-night stand, Holly develops a dangerous obsession with Tyler and transfers to his high school, desperate to keep their ""romance"" alive.",0,english
You vs. Wild,TV,2019,TV-PG,SuperHD,Bear Grylls,,,6.7,,80227574,2019-04-10,"In this interactive series, you'll make key decisions to help Bear Grylls survive, thrive and complete missions in the harshest environments on Earth.",0,english
You're Everything To Me,TV,2016,TV-PG,SuperHD,"Tolga Çevik, Cengiz Bozkurt, Melis Birkan, Tuna Çevik",Tolga Örnek,,6.3,107,81043343,2019-02-15,"When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter.",0,turkish
You're My Destiny,TV,2008,TV-MA,SD,"Joe Chen, Ethan Juan, Baron Chen, Bianca Bai",,,7.4,,80109038,2016-08-01,"A young woman's romantic cruise ends in a twist when she gets pregnant after a one-night stand with a rich executive, turning their lives upside down.",0,mandarin
Young & Hungry,TV,2014,TV-14,SuperHD,"Emily Osment, Kym Whitley, Rex Lee, Jonathan Sadowski",,,7.4,,80031377,2015-05-15,"A female food blogger is hired as a personal chef by a young tech tycoon and faces a new menu of challenges, both inside and outside of the kitchen.",0,english
Young Wallander,TV,2020–,TV-MA,,"Adam Pålsson, Leanne Best, Richard Dillane, Ellise Chappell",N/A,"Crime, Drama, Mystery, Thriller",,50 mins,81011098,2020-09-03,"An incendiary hate crime stirs civil unrest, fast-tracking rookie cop Kurt Wallander to detective in this origin story for the popular character.",0,english
Your lie in April,TV,2014,TV-PG,SuperHD,"Natsuki Hanae, Risa Taneda, Ayane Sakura, Ryota Osaka",,,8.6,,80041089,2019-03-01,"After his mother's death, a piano prodigy's will to play disappears. But meeting a free-spirited girl who plays the violin turns his life around.",0,japanese
Your Son,TV,2018,TV-MA,SuperHD,"José Coronado, Ana Wagener, Asia Ortega Leiva, Pol Monen",Miguel Ángel Vivas,,6.1,103,80167647,2019-03-01,"After his son is brutally beaten outside a nightclub, a surgeon takes the law into his own hands and seeks vengeance against the perpetrators.",0,spanish
Yours Fatefully,TV,2012,TV-14,SuperHD,"Kingone Wang, Jesseca Liu, Xiang Yun, Chen Shucheng",,,6.5,,80157717,2017-07-01,"Two lonely singles meet on a blind date and slowly get to know each other, unaware that their parents are friends and may be falling in love.",0,mandarin
"Yours Sincerely, Kanan Gill",TV,2020,TV-MA,UltraHD,Kanan Gill,Neville Shah,,7.4,72,81111733,2020-04-24,"Revisiting life goals set in a letter written as a teen to his future self, comedian Kanan Gill reports back on if he's lived up to his own expectations.",1,english
Yu-Gi-Oh!,TV,2000,TV-Y7,SD,"Shunsuke Kazama, Maki Saito, Hiroki Takahashi, Takayuki Kondo",,,7.2,,70177034,2017-02-08,"The lives of young Yugi Muto and his friends Joey, Tristan and Téa are forever changed when a fantasy card game becomes their reality.",0,english
Yu-Gi-Oh! Arc-V,TV,2014,TV-Y7,SuperHD,"Mike Liscio, Emily Bauer, Billy Bob Thompson, Alyson Leigh Rosenfeld",,,6.2,,80987906,2018-03-31,"Now that he's discovered the Pendulum Summoning technique, Yuya's dream of becoming the greatest ""dueltainer"" is in reach -- but it won't be easy!",0,japanese
Yucatán,TV,2018,TV-MA,SuperHD,"Luis Tosar, Rodrigo de la Serna, Joan Pera, Stephanie Cayo",Daniel Monzón,,5.4,130,80988834,2019-02-15,Competing con artists attempt to creatively and ruthlessly swindle a fatherly lottery winner while on a lively cruise from Spain to Mexico.,0,spanish
Yummy Mummies,TV,2018,TV-MA,SuperHD,"Lorinska Merrington, Jane Scandizzo, Rachel Watts, Maria DiGeronimo",,,4.0,,80217769,2019-01-18,It's drama Down Under when expectant mothers with model good looks and lavish lifestyles pull out all the stops to prepare for their new arrivals.,0,english
Yunus Emre,TV,2015,TV-PG,SuperHD,"Gökhan Atalay, Payidar Tüfekçioglu, Baran Akbulut, Mehmet Çepiç",,,7.8,,80126991,2017-01-17,"When Mongols invade, mystic Yunus Emre leaves home to travel across Anatolia, defying all odds to become a dervish.",0,turkish
Yuva,TV,2004,TV-14,SuperHD,"Ajay Devgn, Abhishek Bachchan, Vivek Oberoi, Esha Deol",Mani Ratnam,,7.4,160,70001564,2018-03-01,"An accident on a bridge ties together three young men from different social classes, sparking a course of events that will forever alter their lives.",0,hindi
Z Nation,TV,2014,TV-MA,SuperHD,"Kellita Smith, Keith Allan, Russell Hodgkinson, Nat Zang",,,6.7,,80008434,2015-01-09,"A team embarks on a perilous cross-country mission to transport the one man who survived a deadly zombie virus, hoping he holds the key to a vaccine.",0,english
Z4,TV,2018,TV-PG,SuperHD,"Apollo Costa, Gabriel Santana, Matheus Lustosa, Pedro Rezende",,,7.3,,81041002,2019-02-22,Fading music biz veteran Zé realizes he has just one more chance at redemption: He must assemble a hit boy band from a ragtag group of pop newbies.,0,portuguese
Zac and Mia ,TV,2017–,TV-14,,"Anne Winters, Kian Lawley, Keli Daniels, Tory Devon Smith",N/A,Drama,,12 min,81000027,2021-02-01,Two teenagers with cancer share a connection with each other despite their differences and extraordinary circumstances. Based on A.J. Betts's novel.,0,english
Zach Galifianakis: Live at the Purple Onion,TV,2006,TV-MA,SuperHD,"Zach Galifianakis, Brian Unger",Michael Blieden,,7.4,61,70039645,2019-02-26,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit.",0,english
Zak Storm,TV,2016,TV-Y7,SuperHD,"Michael Johnston, Jessica Gee-George, Christine Marie Cabanos, Christopher Smith",,,7.1,,80166239,2017-11-01,"Teen surfer Zak Storm is mysteriously transported to the Bermuda Triangle, where he becomes the captain of a magical ship full of misfits.",0,english
Zapped,TV,2014,TV-Y,SuperHD,"Zendaya, Chanelle Peloso, Spencer Boldman, Emilia McCarthy",Peter DeLuise,,5.1,92,70306702,2019-02-01,A girl discovers a dog-training app that can get boys to obey her every command. But she soon learns that it isn't the cure-all she had hoped for.,0,english
Zero,TV,2018,TV-14,SuperHD,"Shah Rukh Khan, Anushka Sharma, Katrina Kaif, Mohammed Zeeshan Ayyub",Aanand Rai,,5.5,159,81005364,2019-05-21,"Through his relationships with two wildly different women, a vertically challenged bachelor with a larger-than-life persona must discover his purpose.",0,hindi
Zero Hour,TV,2018,TV-MA,SuperHD,"Alexx Ekubo, Richard Mofe-Damijo, Rahama Sadau, Ali Nuhu",Robert O. Peters,,,88,81172864,2019-12-13,"After his father passes, the heir to a retail empire returns to take over the family business but faces a controversy involving laundering and murder.",0,english
Zig & Sharko,TV,2010,TV-Y7,SuperHD,,,,6.8,,70286809,2017-12-01,"Zig, an island-bound hyena, will do anything to get his paws on Marina the mermaid, but her devoted pal Sharko always comes to her rescue in time.",0,english
Zindagi Gulzar Hai,TV,2012,TV-PG,SuperHD,"Sanam Saeed, Fawad Khan, Ayesha Omer, Mehreen Raheel",,,9.0,,80087078,2016-12-15,"Strong-willed, middle-class Kashaf and carefree, wealthy Zaroon meet in college, but before love can take root, they each have some growing up to do.",0,other
Zindagi Kitni Haseen Hay,TV,2016,TV-14,SuperHD,"Feroze Khan, Sajal Ali, Jibrayl Ahmed Rajput, Alyy Khan",Anjum Shahzad,,6.2,125,81024705,2018-10-01,"Two young parents struggle to keep their marriage afloat and their son protected amidst financial woes, career goals and clashes of ego.",0,other
Zindagi Na Milegi Dobara,TV,2011,TV-14,SuperHD,"Hrithik Roshan, Abhay Deol, Farhan Akhtar, Katrina Kaif",Zoya Akhtar,,8.1,154,70202336,2019-12-15,Three friends on an adventurous road trip/bachelor party in Spain learn some lessons about themselves and each other that will change them forever.,0,hindi
Zinzana,TV,2015,TV-MA,SuperHD,"Ali Suliman, Saleh Bakri, Yasa, Ali Al-Jabri",Majid Al Ansari,,6.7,95,80095233,2016-03-09,"Recovering alcoholic Talal wakes up inside a small-town police station cell, where he's subject to the mind games of a psychotic sadist.",0,arabic
